Generation	Sex	Color	Diet	Weight	Spleen	ANA100	Cholesterol	HDL	LDL	wt2Month	wt4month	wt6month	Steatosis	Ballooning	NAFLD	NASH	CRP.Conc	CRP	WBC	NE	LY	MO	EO	BA	NEperc	LYperc	MOperc	EOperc	BAperc	RBC	HB	HCT	MCV	MCH	MCHC	RDW	PLT	MPV	G0	G1	G2	G1S1	G2S1	G2S2	termGal	Gal	Sial	Sialbygal	MonoGal	biGal	IgA	IgG	IgM	AGM	AGbyM	AG	AbyG	AbyM	GbyM
31934	18	1	white	1	36.9	0.067	1	164.9317074	102.3122861	63.79787949	29.6	35.3	36.9	0	0	0	0	NA	9.49	0.806	-1.427	0.615	-2.033	-4.51	31.62	3.291	6811.201	2.406	-0.445	-1.556	4.85	2.588	30.1	0.016	3.715	22.3	3.364	7.237	0.169	40.7842389625898	38.4220276576866	7.34656463181391	6.01478523696225	6.97645825119584	0.455925259755868	45.7685922895966	59.2157610374105	13.4471687478287	0.227976267616429	44.4368128946545	14.77894814276	0.3002	0.7285	-0.3454	0.9747	2.8962	1.9355	-1.5418	1.1577	2.6995
31940	18	1	beige	1	NA	0.067	0	104.4013966	73.1184737	24.69422987	25.1	25.5	NA	NA	NA	NA	NA	9.38	NA	0.495	-1.022	0.157	-2.797	-3.194	9.53	4.675	5087.969	1.975	0.868	-0.633	4.47	2.429	32.1	0.014	3.633	18.4	3.679	6.045	0.169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.3928	0.3117	0.8192	1.007	1.4473	1.2271	-1.9068	-0.1197	1.7871
31941	18	1	beige	1	28.4	NA	0	90.15266752	68.83313349	16.60566539	24.6	27.6	28.4	0	0	0	0	12.14	7.42	0.867	-1.05	0.631	-2.976	-2.513	5.68	3.818	6220.477	1.432	1.176	0.232	5.72	2.702	36.3	0.016	3.578	20.1	3.57	6.54	0.189	32.2822342927898	49.4707608673866	8.10666476871391	3.59665971266225	6.19888489939584	0.344795459055868	57.5774256360966	67.7177657072104	10.1403400711287	0.147028069616429	53.0674205800545	14.65034512716	-0.1336	0.5976	1.3799	1.6821	1.4091	1.5456	-1.8239	-0.2757	1.5482
31943	18	0	black	0	28.7	0.047	0	125.1349204	51.58057139	50.3084006	23.6	26	28.7	0	0	0	0	12.01	7.34	-0.545	-1.966	-0.942	-3.474	-3.863	31.62	4.968	4442.223	2.274	1.173	-1.306	5.4	2.665	30.7	0.018	3.619	23.1	3.02	6.735	0.189	44.1235992429033	40.0692168300158	6.43158672622125	3.87187437820822	5.20622091758868	0.29750190496154	46.5008035562265	55.8764007570958	9.37559720085711	0.163209698964001	43.9410912082188	11.9353095488668	1.1536	-1.2619	0.5499	1.3846	2.1673	1.776	-0.061	1.2488	1.3099
31944	18	0	beige	0	24	0.058	0	120.3932149	29.14417993	48.28449958	19.9	23.6	24	0	0	0	0	11.48	7.29	-0.223	-2.408	-0.545	-3.194	-2.797	4.94	3.32	5326.08	2.119	1.96	1.484	5.82	2.757	31	0.019	3.619	24.5	2.934	6.535	0.185	48.6352672494033	34.2343343656158	6.17330466942125	4.37933091290822	6.28026089758868	0.29750190496154	40.4076390350265	51.3647327505958	10.9570937154571	0.206010627264001	38.6136652785188	12.7510674720668	0.0821	0.9485	-0.0607	1.0774	2.637	1.8572	-1.8014	0.8077	2.609
31952	18	0	white	0	30.7	0.096	0	105.9012561	88.9206378	12.58816293	20.3	25.5	30.7	NA	NA	NA	NA	13.25	11.23	-0.58	-3.507	-0.673	-3.863	-6.908	31.62	2.265	8282.82	1.803	-0.509	-6.908	4.63	2.449	18.3	0.025	3.606	32.8	3.144	6.209	0.147	30.3541475433033	51.6547924196158	7.77418064042125	4.05561609650822	5.86376139518867	0.29750190496154	59.4289730601265	69.6458524566958	10.2168793966571	0.147773837264001	55.7104085161188	13.9354439405668	-0.9165	-2.0687	-1.1504	-1.6321	1.3138	-0.1592	-1.3314	0.7276	2.059
31953	18	0	white	0	22.9	0.054	0	102.6336914	69.79733344	30.85438647	16.5	22.7	22.9	0	0	0	0	9.88	13.12	0.986	-0.528	0.495	-0.914	-2.976	31.62	4.677	3757.69	3.864	0.554	-1.766	5.11	2.608	23.4	0.022	3.647	29.1	3.04	6.125	0.244	34.6844833767033	45.6634843335158	8.99004026322125	4.39057556710822	5.97391455458868	0.29750190496154	54.6535245966265	65.3155166232958	10.6619920266571	0.162747316264001	50.0540599006188	15.2614567226668	0.5025	-1.3705	-2.2402	-0.939	3.3932	1.2271	-0.5205	2.5194	3.0398
31954	18	0	grey	0	27	0.06	0	98.93760218	77.72520325	27.9617946	17.2	27	27	NA	NA	NA	NA	17.03	13.36	0.703	-3.507	0.663	-3.474	-3.863	31.62	1.183	9242.9	1.14	0.087	-2.645	4.49	2.366	17.3	0.026	3.536	32.4	3.118	5.778	0.182	32.1219591226033	46.4430536432158	14.2012579047212	3.82555865630822	3.11066876818868	0.29750190496154	60.6443115479265	67.8780408774958	7.23372932955711	0.107229296864001	50.2686122995188	17.6094285778668	1.1622	-2.2361	-2.2402	-0.7848	3.5474	1.3813	0.347	3.0302	2.6832
31955	18	0	beige	0	25.6	0.059	0	100.0624968	72.47567905	22.28372999	21	26.4	25.6	0	0	0	0	16.92	6.22	0.432	-2.303	0.262	-2.198	-4.51	31.62	2.604	7179.173	2.707	-0.04	-1.556	4.69	2.49	21	0.022	3.633	29.5	3.211	5.911	0.189	26.7372433428033	53.0279698192158	10.0311834819212	3.93664375360822	5.96945769748868	0.29750190496154	63.0591533011265	73.2627566571959	10.2036033560571	0.141492697764001	56.9646135728188	16.2981430843668	0.7616	-1.912	-2.2402	-0.9614	3.3707	1.2047	-0.0966	2.72	2.8167
31956	18	1	grey	2	23.5	0.12	1	124.6495796	94.22373753	33.80055388	18.5	21.8	23.5	0	2	2	0	NA	NA	0.77	-1.897	0.678	-6.215	-3.474	31.62	2.615	8352.132	0.4	0.323	-1.51	4.77	2.53	19.7	0.024	3.661	32.5	3.227	5.986	0.175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.152	-0.5539	1.0291	0.196	0.3693	0.2827	-2.1379	-0.841	1.2969
31957	18	1	grey	2	27.7	0.103	0	116.3467609	78.5822681	21.05169229	22.6	25.1	27.7	1	2	3	0	13.13	10.35	1.072	-0.4	0.525	-1.019	-1.766	5.68	4.8	3354.726	3.511	1.765	-0.115	3.34	2.121	12.4	0.027	3.674	36.3	3.096	6.103	0.164	20.1163314692033	54.2811131840158	11.6003572272212	4.64617604290822	9.05852017168868	0.29750190496154	65.8814704113265	79.8836685307958	14.0021981194571	0.179145846264001	58.9272892269188	20.9563793038668	-1.152	-2.416	0.2902	-1.0412	0.0721	-0.4846	-1.3706	-0.371	0.9996
31958	18	1	grey	2	34.4	0.115	0	222.3959435	101.3478564	113.8990752	21.4	29.3	34.4	0	2	2	0	11.32	15.26	-0.128	-2.659	-0.301	-3.194	-3.863	9.53	2.786	7087.956	2.261	0.807	-0.355	4.87	2.569	20.4	0.024	3.688	32.4	3.273	6.159	0.182	30.8422360512033	52.8279650548158	7.74600418192125	3.18315569180822	5.10313711528867	0.29750190496154	60.5739692367265	69.1577639487958	8.58379471205711	0.125130391064001	56.0111207466188	13.1466432021668	-1.3501	-1.839	0.1677	-1.0348	0.2343	-0.4003	-1.7618	-0.4465	1.3152
31959	18	1	grey	2	27.7	NA	0	NA	NA	NA	NA	NA	27.7	NA	NA	NA	NA	11.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
31960	18	1	white	2	30.6	0.106	1	144.3085435	137.6662789	37.44309146	20.9	28.1	30.6	1	2	3	0	8.72	13.89	-0.128	-2.813	-0.288	-3.194	-3.863	31.62	2.713	7260.744	2.025	1.019	-0.578	5.21	2.569	20.4	0.026	3.564	32.4	3.059	6.078	0.196	36.5721993520033	48.9153168531158	6.99058971912125	2.68526518650822	4.53912698438868	0.29750190496154	55.9059065721265	63.4278006479958	7.52189407585711	0.117584903664001	51.6005820396188	11.8272186084668	-1.8117	-0.928	0.2902	-0.939	0.1743	-0.3823	-2.4945	-0.8818	1.6127
31962	18	0	black	0	30.1	0.091	1	103.3836211	82.76047321	22.28372999	23	28.3	30.1	0	0	0	0	14.11	7.9	0.779	-2.408	0.713	-3.194	-4.51	31.62	2.027	8774.069	1.407	-1.423	-6.908	4.39	2.429	18	0.024	3.661	32.8	3.239	5.976	0.196	30.8338955758033	49.9124194220158	9.38524886982125	3.65729024430822	5.91364398318867	0.29750190496154	59.2976682918265	69.1661044241959	9.86843613235711	0.143614001064001	53.5697096663188	15.5963947579668	-1.152	-2.416	0.2902	-1.0412	0.0721	-0.4846	-1.3706	-0.371	0.9996
31963	18	0	agouti	0	30	0.065	0	109.5437857	70.38656852	26.35479202	17.33	25.6	30	NA	NA	NA	NA	11.89	12.13	-0.105	-3.219	-0.186	-3.863	-6.908	31.62	2.189	8526.676	1.606	-1.201	-6.908	4.56	2.53	20	0.023	3.742	32	3.148	6.201	0.175	31.2765920994033	48.4526115100158	9.30979826562125	4.15484212620822	6.50865409368868	0.29750190496154	57.7624097757265	68.7234079005958	10.9609981248571	0.160214333764001	52.6074536363188	16.1159542642668	NA	NA	NA	NA	NA	NA	NA	NA	NA
31969	18	0	black	2	34.1	0.07	1	201.9516917	123.0860508	77.79815381	27.2	35.3	34.1	NA	NA	NA	NA	NA	12.74	1.825	-1.833	1.775	-1.959	-6.908	31.62	1.587	9053.523	1.52	-3.474	-6.908	5.96	2.627	25.4	0.023	3.406	27.2	3.001	5.68	0.233	26.0906639148898	45.0069894097866	10.2437377890139	5.99683897426225	12.0338348674958	0.627935044555868	55.2507271987966	73.9093360851105	18.6586088863288	0.253270726016429	51.0038283840545	22.90550770106	-0.9675	0.822	1.8821	1.4483	0.5365	0.9924	-2.5619	-1.2407	1.3213
31970	18	0	black	2	44.8	0.099	1	206.9738448	146.3933316	26.6117453	33.1	41.4	44.8	2	2	4	0	NA	23.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.6202570172033	42.6490365634158	11.1865261247212	5.71293086280822	11.5337475268887	0.29750190496154	53.8355626882265	71.3797429827958	17.5441802945571	0.247009768764001	48.3619674262188	23.0177755565668	-1.0479	-0.1034	1.8553	0.9878	0.1101	0.549	-2.2429	-1.2859	0.957
31971	18	0	black	2	39.4	0.087	1	NA	NA	NA	NA	NA	39.4	NA	NA	NA	NA	NA	16.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.4276748868033	49.8324066046158	6.77576446162125	3.46730902730822	5.19934311468868	0.29750190496154	56.6081710662265	65.5723251131958	8.96415404695711	0.136426517964001	53.2997156319188	12.2726094812668	NA	NA	NA	NA	NA	NA	NA	NA	NA
31973	18	1	black	1	27.1	0.073	1	159.6286076	126.5779795	20.19462744	22.3	27.5	27.1	NA	NA	NA	NA	NA	7.43	0.588	-1.715	0.378	-2.112	-3.194	31.62	3.203	6549.665	2.55	0.757	-1.709	4.95	2.588	19.5	0.025	3.674	34.4	3.25	6.293	0.164	36.6134669151033	47.2523719249158	6.96697977552125	3.70900926400822	5.16067021538868	0.29750190496154	54.2193517005265	63.3865330848958	9.16718138435711	0.143484033464001	50.9613811889188	12.4251518959668	-0.2567	1.5636	0.2902	1.2917	2.405	1.8483	-2.3172	0.3221	2.6394
31974	18	1	black	1	33.7	0.101	1	160.3249618	145.0049137	26.836892	20.9	30.8	33.7	NA	NA	NA	NA	NA	NA	1.065	-1.238	0.908	-2.397	-3.863	6.9	3.154	7315.381	1.803	-0.327	-0.596	4.58	2.258	17.8	0.026	3.332	28.7	3.227	6.054	0.161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.152	1.2135	-0.0607	0.2311	1.7907	1.0109	-2.8661	-0.1479	2.7182
31975	18	1	black	1	43.3	0.087	1	185.0727553	163.3782723	52.28105561	25.9	42.6	43.3	NA	NA	NA	NA	NA	9.22	1.589	-2.12	1.524	-1.826	-3.863	31.62	1.597	8777.816	1.817	-0.819	-3.474	4.98	2.55	19.3	0.026	3.619	33.7	3.165	5.861	0.182	34.1550435497033	48.6620868087158	7.54818057332125	3.57204965370822	5.76513750958868	0.29750190496154	56.2102673820265	65.8449564502958	9.63468906825711	0.146100792964001	52.2341364624188	13.6108199878668	-0.9165	1.5636	-0.5129	0.27	2.405	1.3375	-2.828	0.3221	3.1502
31976	18	1	black	1	29.5	0.102	1	NA	NA	NA	NA	NA	29.5	NA	NA	NA	NA	NA	9.21	1.454	-1.966	1.394	-2.293	-4.51	31.62	1.789	8869.872	1.507	-1.047	-6.908	5.17	2.569	21	0.025	3.578	31.4	3.288	6.471	0.147	23.7973092951033	43.6960574497158	11.1420652105212	6.00236113150822	14.5168922564887	0.84531465656154	54.8381226603265	76.2026907048958	21.3645680446571	0.282875218864001	49.6984185812188	26.5042721236668	0.5723	1.5271	0.2902	1.9185	3.0318	2.4751	-1.6603	0.964	2.6243
31977	18	1	black	1	25.7	0.057	1	223.3193321	177.5734259	56.51282029	18.7	25.4	25.7	NA	NA	NA	NA	NA	9.08	1.182	-0.315	0.806	-1.959	-2.397	4.43	4.748	4730.688	2.071	1.051	0.426	5.24	2.51	20.5	0.026	3.464	30.7	3.153	5.911	0.156	29.4205335169033	49.5426084959158	8.19042239982125	5.13907537820822	7.40985830428867	0.29750190496154	57.7330308957265	70.5794664830958	12.8464355874571	0.183243816764001	54.6816838741188	15.8977826090668	NA	NA	NA	NA	NA	NA	NA	NA	NA
31978	18	1	agouti	1	45.5	0.075	1	144.4156786	124.59602	30.3722865	29.3	44.7	45.5	2	1	3	0	NA	9.96	0.215	-2.659	0.077	-3.474	-2.797	9.53	2.298	7626.529	1.51	1.526	-0.671	5.12	2.49	20.2	0.025	3.479	30.7	3.219	5.886	0.164	29.6685156807033	52.5230973057158	8.56028058972125	3.48516692410822	5.46543759488867	0.29750190496154	61.0833778953265	70.3314843192958	9.24810642395711	0.132851514764001	56.0082642297188	14.3232200894668	-0.3928	2.2252	0.2902	1.4589	2.5722	2.0156	-2.6952	0.2168	2.912
31988	18	0	black	0	31	NA	0	176.1375477	89.51561914	84.16858003	20.5	28.4	31	NA	NA	NA	NA	11.13	8.42	0.058	-1.609	-0.315	-3.194	-2.797	6.9	4.347	4784.489	1.965	1.751	0.838	3.84	2.145	20.4	0.019	3.464	22.5	3.082	6.127	0.182	33.5508346704033	36.6737119742158	9.02574830812125	7.35830401430822	13.0938991279887	0.29750190496154	45.6994602823265	66.4491653295958	20.7497050472571	0.311537439664001	44.0320159885188	22.4171493410668	0.1779	-1.0313	-0.0607	0.3358	1.8954	1.1156	-0.9115	0.8818	1.7933
31989	18	0	black	0	33.3	NA	0	179.6603023	83.85405273	83.6653401	25	30.2	33.3	NA	NA	NA	NA	15.97	12.1	0.599	-1.022	0.199	-2.198	-2.397	5.68	4.454	4518.528	2.488	1.645	0.452	6.16	2.793	32.6	0.019	3.564	23.9	3.03	6.45	0.185	39.5235354491033	37.2771454031158	7.52952774942125	6.92910422380822	8.44318526958868	0.29750190496154	44.8066731526265	60.4764645508958	15.6697913982571	0.256230062364001	44.2062496269188	16.2702149239668	-0.9165	-0.8289	-1.1504	-1.1213	1.8246	0.3517	-1.8422	0.7276	2.5698
31990	18	0	black	0	37	NA	0	156.0704547	72.78254925	94.04487227	29.5	35.4	37	0	0	0	0	10.9	10.81	0.231	-1.427	-0.094	-3.194	-2.797	9.53	4.327	5186.88	1.884	1.515	0.149	4.17	2.236	23	0.018	3.464	21.7	3.054	5.771	0.182	45.8149954721033	34.2682163047158	7.19325168222125	5.97989533870822	6.44613929728868	0.29750190496154	41.4614679869265	54.1850045278958	12.7235365410571	0.228999477664001	40.2481116434188	13.9368928844668	0.7015	-1.0313	-1.1504	0.0481	2.994	1.521	-0.5061	1.9804	2.4864
31995	18	1	black	2	60.5	0.25	1	225.5899438	167.7489506	71.19665771	45.2	50.5	60.5	2	2	4	0	23.28	24.61	0.673	-0.868	0.27	-2.293	-2.397	4.94	4.641	4452.893	2.232	1.569	0.668	5.57	2.739	34.4	0.016	3.674	21.8	3.307	6.815	0.169	33.8691616448898	38.7254616302866	11.5293700908139	5.18422566766225	10.3486397854958	0.343141180855868	50.2548317210966	66.1308383551105	15.8760066339287	0.240962412716429	43.9096872979545	22.22115105716	-0.6904	-0.0256	0.6967	0.5597	1.1558	0.8578	-1.9981	-0.2722	1.726
31996	18	1	black	2	59	NA	1	174.1255151	140.0836829	47.24685908	42.1	52.9	59	3	2	5	1	NA	14.27	1.386	-0.693	1.197	-2.112	-2.645	9.53	3.538	6832.676	1.712	0.549	-1.826	5.14	2.627	30.1	0.017	3.661	22.9	3.353	6.256	0.145	33.4427915376898	42.1559061257866	9.43322334931391	5.85975348616225	8.66162002889584	0.446705472255868	51.5891294750966	66.5572084623104	14.9680789872287	0.225154013116429	48.0156596119545	18.54154885036	-0.0833	0.9155	1.5441	1.9564	1.4746	1.7155	-1.9159	-0.3412	1.5747
31997	18	1	black	2	64.6	0.35	1	226.7925855	134.2713884	90.43946935	45.2	56.5	64.6	3	2	5	1	18.43	18.21	0.673	-0.994	0.293	-1.826	-2.645	6.9	4.327	4679.928	2.895	1.203	0.149	5.45	2.627	33.5	0.016	3.564	20.6	3.555	6.425	0.172	35.4114501126033	40.4464409154158	9.87781845402125	5.28610372990823	8.50574973538868	0.47243705256154	50.3242593694265	64.5885498873958	14.2642905179571	0.219829117264001	45.7325446453188	18.8560052419668	NA	NA	NA	NA	NA	NA	NA	NA	NA
31999	18	0	black	1	36.5	NA	1	193.1851449	89.01236046	109.2681849	30	32.1	36.5	0	0	0	0	NA	10.74	-0.545	-2.526	-0.844	-2.797	-4.51	31.62	3.709	5406.661	3.315	0.537	-6.908	6.43	3.017	34	0.019	3.768	26.8	2.97	6.666	0.167	36.5390014938033	44.1828379733158	6.68880269042125	5.67649391530822	6.61536202218868	0.29750190496154	50.8716406637265	63.4609985061958	12.5893578425571	0.197024672564001	49.8593318886188	13.6016666175668	-0.7174	-0.3069	2.2142	1.3881	0.0538	0.7209	-1.9032	-1.2583	0.6449
32000	18	0	agouti	1	31.1	NA	0	181.0442449	132.7951345	51.14279159	29.5	29.2	31.1	0	0	0	0	9.01	2.93	0.077	-2.303	-0.211	-2.797	-2.645	4.94	3.03	5689.685	2.396	1.831	1.224	6.11	2.915	33.9	0.018	3.728	25.1	2.747	6.184	0.175	37.7504297841033	41.1050507985158	7.18205984162125	6.00834379240822	7.65661387838867	0.29750190496154	48.2871106401265	62.2495702158958	13.9624595758571	0.222337644664001	47.1133945909188	15.1361756249668	0.0821	0.543	1.5298	1.922	1.4584	1.6902	-1.6343	-0.2039	1.4304
32006	18	1	agouti	2	43.8	0.181	1	122.4602462	50.05857715	41.52301033	32.2	41.5	43.8	1	2	3	0	NA	3.59	-0.083	-2.408	-0.236	-3.474	-6.908	31.62	3.134	7308.54	1.936	-0.889	-0.652	5.37	2.683	37.1	0.014	3.661	19.4	3.52	6.657	0.192	34.2459810757898	45.6799887870866	7.96868845341391	5.00664688356225	6.59895315949584	0.499741640655868	53.6486772404966	65.7540189242105	12.1053416837287	0.182788655716429	50.6866356706545	15.06738325366	NA	NA	NA	NA	NA	NA	NA	NA	NA
32007	18	1	beige	2	33.3	0.653	1	136.016736	61.95815764	49.65690421	34.6	38.8	33.3	NA	NA	NA	NA	NA	6.88	0.761	-1.273	0.554	-2.513	-3.194	31.62	3.59	6596.688	1.982	0.566	-1.655	4.38	2.408	25.6	0.017	3.633	22.7	3.635	6.901	0.145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
32009	18	0	black	2	62.1	NA	1	191.3608791	65.67414225	82.09268485	35.9	59.4	62.1	3	2	5	1	NA	9.76	1.241	-1.386	1.102	-1.709	-4.51	9.53	2.663	7591.637	2.256	-0.939	-1.201	5.99	2.881	34.4	0.017	3.728	24.1	2.734	6.335	0.169	44.4113595852033	37.7711976084158	6.56761362892125	4.51568736220822	6.43663991028868	0.29750190496154	44.3388112374265	55.5886404147958	11.2498291774571	0.197469321564001	42.2868849706188	13.3017554441668	-2.3354	0.7031	2.1189	0.4908	-0.7222	-0.1157	-3.5721	-2.4504	1.1217
32017	18	1	black	0	23.8	0.045	0	89.2346497	37.089993	46.00504824	20.3	17.5	23.8	NA	NA	NA	NA	10.28	6.61	1.34	-1.109	1.16	-1.343	-3.194	31.62	2.95	6992.304	2.59	-0.082	-3.194	6.04	2.757	25.7	0.023	3.55	29.6	3.001	5.855	0.213	44.6822986270513	36.0258153068548	6.51579979876917	5.91607137781705	6.7159418067086	0.14407308279563	42.541615105632	55.3177013729489	12.7760862673189	0.228214916780174	41.9418866846722	13.3758146882796	0.2049	-0.1568	-0.6354	0.3515	2.6422	1.4968	-1.2509	1.2683	2.5192
32018	18	1	black	0	20.6	0.037	0	129.0674557	82.16487274	35.945357	17.6	20	20.6	NA	NA	NA	NA	11.31	16.3	0.47	-0.916	0.148	-3.863	-4.51	31.62	5.031	5270.76	1.054	-0.185	-1.89	4.11	2.429	18.3	0.022	3.795	32.2	3.211	6.234	0.169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5684	0.1088	0.5345	1.4866	2.2889	1.8878	-1.0788	0.8057	1.8845
32019	18	1	black	0	21.1	0.038	0	98.26185425	74.03980981	25.42753459	17.3	19.9	21.1	0	0	0	0	12.06	7.44	0.432	-1.47	0.231	-2.976	-6.908	31.62	3.843	6645.51	1.811	-1.465	-1.655	4.33	2.387	19.4	0.022	3.633	29.4	3.105	5.768	0.208	37.6062792935513	34.7106078425548	7.04070862506917	9.10168388951705	11.0344539793086	0.50626636999563	41.751316467632	62.3937207064489	20.6424042388189	0.339398228580174	43.8122917320722	18.5814289743796	1.3883	0.9585	-0.1832	2.015	3.7303	2.8727	-0.7942	1.8969	2.6911
32021	18	1	agouti	0	20.3	0.033	0	127.3598259	91.78445477	23.82126885	16.5	18.9	20.3	0	0	0	0	7.08	2.94	0.351	-1.109	0.03	-3.474	-3.474	31.62	4.812	5289.653	1.463	0.621	-2.198	5.02	2.49	20.7	0.024	3.521	30	3.135	5.852	0.2	43.6843410654513	36.5283287747548	6.73575432756917	5.65032707341705	6.9064047189086	0.49484403989563	43.264083102332	56.3156589345489	13.0515758322189	0.229911822480174	42.1786558481722	14.1370030863796	1.875	0.7285	0.0055	2.4171	3.8923	3.1547	-0.3226	2.1538	2.4763
32022	18	1	white	0	20.2	0.035	0	92.26240526	50.71489299	29.68881554	17	18.6	20.2	0	0	0	0	7.66	3.19	0.892	-0.261	0.278	-2.033	-1.826	4.43	5.628	2927.892	2.343	1.869	0.802	5.71	2.72	25.6	0.022	3.606	28.9	3.114	5.568	0.185	39.5177334158513	35.4433537677548	7.35705049956917	7.90030541191705	9.1933637470086	0.58819315789563	42.800404267332	60.4822665841489	17.6818623169189	0.297422911080174	43.3436591796722	17.1386074044796	1.1001	1.2396	-1.2729	1.2145	4.3162	2.7653	-1.1332	2.3669	3.5
32040	18	0	agouti	2	35.9	NA	0	226.3996741	160.0964492	82.53302682	33.8	40.2	35.9	NA	NA	NA	NA	10.5	7.86	0.336	-1.833	-0.03	-1.826	-2.397	5.68	3.379	4795.562	3.35	1.823	0.658	5.27	2.51	24.7	0.021	3.464	25.5	3.063	7.332	0.167	35.7406806277033	43.2493519152158	9.53672428842125	4.18880802850822	6.98693323518868	0.29750190496154	52.7860762036265	64.2593193722958	11.4732431686571	0.177590268664001	47.4381599438188	16.8211594285668	NA	NA	NA	NA	NA	NA	NA	NA	NA
32042	18	1	black	0	27	0.051	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.03	2.72	0.631	-0.777	0.122	-2.112	-2.033	4.94	4.962	3616.82	2.569	1.898	0.679	5.05	2.51	22	0.023	3.536	28.6	2.845	6.221	0.196	56.3617664183033	30.1973794336158	4.15308767802125	4.22282513200822	4.76743943308868	0.29750190496154	34.3504671116265	43.6382335816958	9.28776647005711	0.200073608964001	34.4202045656188	9.21802901606678	NA	NA	NA	NA	NA	NA	NA	NA	NA
32043	18	1	black	0	24.6	0.043	0	158.460896	61.77396248	69.57434078	22.6	24.8	24.6	NA	NA	NA	NA	7.76	2.99	-0.329	-1.966	-0.654	-3.474	-4.51	9.53	4.471	5237.417	2.09	0.183	0.733	5.2	2.47	24.5	0.021	3.421	24.9	2.797	4.564	0.149	46.2241374766033	34.2130891749158	6.67479195032125	5.11387466260823	7.47660483058868	0.29750190496154	40.8878811252265	53.7758625233958	12.8879813981571	0.233594564764001	39.3269638375188	14.4488986858668	-0.5959	0.2701	-0.0876	0.2558	1.8495	1.0527	-2.0468	0.2997	2.3467
32044	18	1	beige	0	22.1	0.068	1	133.4871058	39.94548281	75.23588845	20	23.1	22.1	0	0	0	0	NA	3.91	1.157	-0.416	0.775	-1.709	-2.112	4.43	4.572	4645.786	2.406	1.309	0.365	4.77	2.55	27.9	0.017	3.688	23.6	3.001	6.148	0.185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.9675	-1.2619	-0.0876	-0.6631	0.9306	0.1338	-1.7032	0.0121	1.7154
32045	18	1	grey	0	25	0.069	0	138.6661508	54.7031544	57.82574603	22	25.1	25	0	0	0	0	8.43	3.51	0.519	-1.05	0.03	-1.766	-2.293	6.9	4.581	3784.71	3.18	1.8	0.278	5.01	2.55	31	0.016	3.606	21	3.64	6.641	0.196	47.5409269035033	38.7080973569158	6.07786596042125	3.16257726860822	4.21303060548868	0.29750190496154	44.7859633174265	52.4590730964958	7.67310977905711	0.139971659464001	41.8706746255188	10.5883984709668	-0.9675	-0.377	1.353	0.6178	0.3789	0.4984	-2.0679	-0.9042	1.1637
32046	18	1	grey	0	24.4	0.065	0	147.4556584	29.66461187	70.08480564	18.6	23.2	24.4	0	0	0	0	7.51	4.71	1.176	-0.236	0.708	-1.89	-1.51	4.05	4.941	3910.001	2.128	1.908	0.588	4.19	2.302	23.8	0.018	3.55	22.3	3.285	5.869	0.192	37.5304355091033	39.3433255867158	6.47178948322125	7.47180662850822	8.88514088748868	0.29750190496154	45.8151150699265	62.4695644908958	16.6544494209571	0.264535238164001	46.8151322153188	15.6544322755668	0.2993	0.6516	-0.5398	0.8185	2.9875	1.9031	-1.5108	1.2806	2.7915
32047	18	1	grey	0	25.8	0.06	0	162.8373097	93.1572825	54.18273108	23	24.9	25.8	NA	NA	NA	NA	10.62	5.49	0.148	-0.994	-0.416	-2.397	-3.194	9.53	5.644	3222.833	2.717	1.233	-0.578	5.06	2.72	34	0.015	3.821	21.8	3.49	6.609	0.185	51.5844836185033	32.3776819352158	4.95094282712125	5.49015216720822	5.29923754698868	0.29750190496154	37.3286247623265	48.4155163814958	11.0868916191571	0.219714152864001	37.8678341024188	10.5476822790668	NA	NA	NA	NA	NA	NA	NA	NA	NA
32058	18	1	black	2	25.9	0.048	1	158.9322374	107.1868613	42.90688586	22.1	23	25.9	NA	NA	NA	NA	12.26	10.13	0.9	-1.347	0.708	-1.959	-3.474	31.62	3.222	6804.6	2.41	0.224	-2.645	4.81	2.53	21	0.023	3.647	30.5	3.091	5.935	0.213	36.7241846756898	48.0557257781866	7.31489165671391	3.28031600046225	4.34986364909584	0.275018239855868	55.3706174347966	63.2758153243105	7.90519788942875	0.121266048616429	51.3360417785545	11.93977354576	-0.3928	0.1872	-0.0607	0.396	1.9556	1.1758	-1.8555	0.4399	2.2954
